ANO,MES,PAIS,PROVINCIA,PLANTA,CANT. MUESTRA,INDICE_POTABILIDAD_(%),CLORO_RESIDUAL_(Mg/l)
2019,MARZO,REPUBLICA DOMINICANA,SANTIAGO,PLANTA 10 MGD,32,"98,10","1,20"
2019,MARZO,REPUBLICA DOMINICANA,SANTIAGO,PLANTA 25 MGD,34,"98,80","1,10"
2019,MARZO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,2,"100,00","1,10"
2019,MARZO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ II,2,"100,00","0,70"
2019,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,PLANTA LA NORIEGA,37,"100,00","1,10"
2019,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,PLANTA 10 MGD,31,"96,80","1,40"
2019,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,PLANTA 25 MGD,32,"100,00","1,30"
2019,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,1,"80,00","1,10"
2019,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ II,1,"100,00","1,10"
2019,MAYO,REPUBLICA DOMINICANA,SANTIAGO,PLANTA LA NORIEGA,39,"98,50","1,10"
2019,MAYO,REPUBLICA DOMINICANA,SANTIAGO,PLANTA 10 MGD,43,"99,50","1,30"
2019,MAYO,REPUBLICA DOMINICANA,SANTIAGO,PLANTA 25 MGD,43,"98,10","1,20"
2019,MAYO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,3,"100,00","0,50"
