ANO,MES,PAIS,PROVINCIA,MUNICIPIO,PLANTA,CANTIDAD_(Millones M3)
2024,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,63"
2024,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,77"
2024,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,80"
2024,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,11"
2024,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2024,JULIO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,13"
2024,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2024,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,35"
2024,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,04"
2024,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,95"
2024,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,69"
2024,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,72"
2024,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,15"
2024,JULIO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,12"
2024,JULIO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,04"
2024,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,99"
2024,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2024,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,33"
2024,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2024,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,95"
2024,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,69"
2024,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,85"
2024,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,05"
2024,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,09"
2024,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,04"
2024,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,18"
2024,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2024,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,34"
2024,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2024,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,69"
2024,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,63"
2024,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,81"
2024,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,04"
2024,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,10"
2024,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2024,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,85"
2024,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2024,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,30"
2024,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2024,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,95"
2024,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,68"
2024,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,48"
2024,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,83"
2024,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,10"
2024,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,05"
2024,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,67"
2024,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2024,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,27"
2024,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2024,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,69"
2024,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,63"
2024,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,82"
2024,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,78"
2024,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,09"
2024,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2024,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,47"
2024,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2024,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,28"
2024,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2024,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,95"
2024,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,68"
2024,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,88"
2024,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,80"
2024,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,09"
2024,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,01"
2025,ENERO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,39"
2025,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2025,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,29"
2025,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2025,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,95"
2025,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,69"
2025,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,88"
2025,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,95"
2025,ENERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,09"
2025,ENERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2025,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,02"
2025,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2025,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,25"
2025,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2025,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,18"
2025,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,52"
2025,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,92"
2025,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,38"
2025,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,11"
2025,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,05"
2025,MARZO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,11"
2025,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2025,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,35"
2025,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2025,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,95"
2025,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,69"
2025,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"1,06"
2025,MARZO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,98"
2025,MARZO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,13"
2025,MARZO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2025,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,07"
2025,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,03"
2025,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,28"
2025,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2025,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,15"
2025,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,52"
2025,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"1,09"
2025,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,23"
2025,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,11"
2025,ABRIL,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2025,MAYO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,67"
2025,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,02"
2025,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,25"
2025,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2025,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,64"
2025,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,57"
2025,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"1,04"
2025,MAYO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"1,83"
2025,MAYO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,12"
2025,MAYO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,05"
2025,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,21"
2025,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2025,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,29"
2025,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2025,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,70"
2025,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,63"
2025,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"1,16"
2025,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,05"
2025,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,11"
2025,JUNIO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2025,JULIO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,22"
2025,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2025,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,32"
2025,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2025,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,95"
2025,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,69"
2025,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"1,00"
2025,JULIO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,38"
2025,JULIO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,13"
2025,JULIO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,07"
2025,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,67"
2025,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,03"
2025,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,25"
2025,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2025,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,95"
2025,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,69"
2025,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"1,06"
2025,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,28"
2025,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,11"
2025,AGOSTO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,05"
2025,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,96"
2025,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,01"
2025,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,28"
2025,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2025,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,38"
2025,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,56"
2025,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,87"
2025,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,04"
2025,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,11"
2025,SEPTIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,05"
2025,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,62"
2025,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,02"
2025,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,27"
2025,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2025,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,69"
2025,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,69"
2025,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,98"
2025,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,10"
2025,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,12"
2025,OCTUBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2025,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"1,85"
2025,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2025,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,28"
2025,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2025,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,70"
2025,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,63"
2025,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,83"
2025,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,12"
2025,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,13"
2025,NOVIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2025,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,06"
2025,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,04"
2025,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,35"
2025,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2025,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"6,77"
2025,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,43"
2025,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,91"
2025,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,27"
2025,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,11"
2025,DICIEMBRE,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2026,ENERO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,09"
2026,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,05"
2026,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,38"
2026,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,03"
2026,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,95"
2026,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"0,16"
2026,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,84"
2026,ENERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,29"
2026,ENERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,12"
2026,ENERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,06"
2026,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,CIENFUEGOS,PLANTA DE CIENFUEGOS,"2,02"
2026,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SAN JOSE DE LAS MATAS,SAJOMA,"0,02"
2026,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA DE LA CANELA,"0,33"
2026,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA LA BARRANQUITA,"0,02"
2026,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA,"7,18"
2026,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA NORIEGA II,"1,52"
2026,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 10 MGD,"0,79"
2026,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,SANTIAGO,PLANTA 25 MGD,"2,05"
2026,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ,"0,12"
2026,FEBRERO,REPUBLICA DOMINICANA,SANTIAGO,VILLA GONZALEZ,PLANTA VILLA GONZALEZ II,"0,05"
